burst_threshold_minutes,exclusion_unit,excluded_group,excluded_group_prs,remaining_prs,first_post_burst_state,remaining_state_prs,share_all_prs,share_post_burst_actions
1,product_pair,Google_Jules -> Copilot,170,8438,branch_movement_untyped,543,0.06435174211898555,0.10346798780487805
1,product_pair,Google_Jules -> Copilot,170,8438,no_action_within_7d,3190,0.3780516710120882,
1,product_pair,Google_Jules -> Cursor,2,8606,user_account,2428,0.28212874738554494,0.4547668102640944
1,product_pair,Google_Jules -> Cursor,2,8606,mapped_product,1198,0.13920520567046246,0.22438658924892302
1,product_pair,Google_Jules -> Cursor,2,8606,other_bot,1161,0.13490587961887054,0.21745645251919835
1,product_pair,Google_Jules -> Cursor,2,8606,branch_movement_untyped,552,0.06414129676969556,0.10339014796778423
1,product_pair,Google_Jules -> Cursor,2,8606,no_action_within_7d,3267,0.3796188705554264,
1,product_pair,Google_Jules -> Devin,13,8595,user_account,2426,0.2822571262361838,0.4551594746716698
1,product_pair,Google_Jules -> Devin,13,8595,mapped_product,1191,0.13856893542757417,0.22345215759849907
1,product_pair,Google_Jules -> Devin,13,8595,other_bot,1161,0.13507853403141362,0.21782363977485927
1,product_pair,Google_Jules -> Devin,13,8595,branch_movement_untyped,552,0.06422338568935428,0.10356472795497186
1,product_pair,Google_Jules -> Devin,13,8595,no_action_within_7d,3265,0.3798720186154741,
1,product_pair,Google_Jules -> OpenAI_Codex,114,8494,user_account,2423,0.2852601836590534,0.4545966228893058
1,product_pair,Google_Jules -> OpenAI_Codex,114,8494,mapped_product,1197,0.14092300447374617,0.224577861163227
1,product_pair,Google_Jules -> OpenAI_Codex,114,8494,other_bot,1158,0.13633152813750882,0.21726078799249532
1,product_pair,Google_Jules -> OpenAI_Codex,114,8494,branch_movement_untyped,552,0.06498704968212857,0.10356472795497186
1,product_pair,Google_Jules -> OpenAI_Codex,114,8494,no_action_within_7d,3164,0.372498234047563,
1,product_pair,OpenAI_Codex -> Claude_Code,824,7784,user_account,2260,0.2903391572456321,0.4705392463043931
1,product_pair,OpenAI_Codex -> Claude_Code,824,7784,mapped_product,1014,0.1302672147995889,0.21111805121798877
1,product_pair,OpenAI_Codex -> Claude_Code,824,7784,other_bot,1033,0.1327081192189106,0.21507391213824692
1,product_pair,OpenAI_Codex -> Claude_Code,824,7784,branch_movement_untyped,496,0.06372045220966084,0.10326879033937122
1,product_pair,OpenAI_Codex -> Claude_Code,824,7784,no_action_within_7d,2981,0.3829650565262076,
1,product_pair,OpenAI_Codex -> Copilot,3036,5572,user_account,1645,0.2952261306532663,0.45254470426409904
1,product_pair,OpenAI_Codex -> Copilot,3036,5572,mapped_product,997,0.17893036611629576,0.27427785419532325
